cliente,entrega,devolución,masa_tortilla,masa_tamal,repartidor,fecha
roberto,21.5,0.5,0.0,0.0,cesar,2021-07-28
lalo,12.5,0.0,0.0,0.0,cesar,2025-12-16
materno_inf,3.5,0.0,0.0,0.0,arturo,2021-07-06
xavier,4.5,0.0,0.0,0.0,flor,2022-04-09
chakas,2.0,0.0,0.0,0.0,,2022-12-26
mercadito,8.5,0.0,0.0,0.0,,2025-11-29
ancla,6.5,4.0,0.0,0.0,,2022-05-12
escalera,8.5,0.0,0.0,0.0,flor,2021-06-29
arroyo,12.5,0.0,0.0,0.0,german,2024-06-25
mercadito,11.5,0.0,0.0,0.0,,2022-12-23
paraiso,1.0,1.0,0.0,0.0,diana,2021-09-16
chayo,6.5,0.0,0.0,0.0,,2022-10-08
amparo,4.0,0.0,0.0,0.0,cesar,2024-01-31
hacienda,7.0,0.0,0.0,0.0,berta,2025-12-24
leonor,4.0,1.5,0.0,0.0,,2023-09-18
fausto,4.5,0.5,0.0,0.0,,2023-10-12
ciruela,7.0,1.5,0.0,0.0,arturo,2021-03-18
marta,15.0,1.5,0.0,0.0,german,2021-05-21
clinica_central,1.0,0.5,0.0,0.0,diana,2023-01-26
xavier,3.5,1.0,0.0,0.0,german,2025-05-31
hacienda,5.5,0.0,0.0,0.0,berta,2026-01-16
leonor,5.0,0.0,0.0,0.0,flor,2021-08-12
socorro,4.0,0.0,0.0,0.0,berta,2020-08-03
lalo,12.5,0.0,0.0,0.0,arturo,2025-05-27
bibi,2.0,2.5,0.0,0.0,german,2024-05-03
roja_2,3.0,0.0,0.0,0.0,,2025-08-08
lalo,23.5,1.5,0.0,0.0,arturo,2024-06-06
arroyo,6.5,1.0,0.0,0.0,,2024-06-11
concha,9.5,0.0,0.0,0.0,,2021-04-24
patricia,5.5,0.0,0.0,0.0,edgar,2025-02-03
roja_2,2.5,0.0,0.0,0.0,edgar,2024-01-10
amparo,4.5,0.0,0.0,0.0,edgar,2023-08-22
villa_real,4.0,0.0,0.0,0.0,diana,2025-02-20
remedios,15.0,0.0,0.0,0.0,german,2023-04-03
estrella,3.5,0.0,0.0,0.0,arturo,2024-01-19
lalo,16.0,0.0,0.0,0.0,berta,2023-04-20
tito,5.0,0.0,0.0,0.0,,2021-03-26
cactus,9.5,0.0,0.0,0.0,arturo,2021-01-20
pastora,6.0,0.0,0.0,0.0,diana,2021-07-01
chayo,7.5,0.0,0.0,0.0,,2021-02-04
estrella,10.5,1.0,0.0,0.0,edgar,2023-04-24
ancla,2.0,0.5,0.0,0.0,hilda,2023-09-01
roja_2,1.0,0.0,0.0,0.0,german,2021-08-16
ancla,7.0,1.5,0.0,0.0,german,2024-03-06
socorro,3.5,2.0,0.0,0.0,german,2023-04-19
patricia,6.5,0.0,0.0,0.0,,2025-07-21
bibi,2.5,0.0,0.0,0.0,cesar,2021-01-04
ancla,4.5,0.0,0.0,0.0,,2022-10-01
amparo,3.5,1.0,0.0,0.0,cesar,2025-06-23
remedios,19.0,0.0,0.0,0.0,flor,2023-03-01
ciruela,8.5,0.0,0.0,0.0,,2024-02-28
clinica_central,3.0,0.0,0.0,0.0,,2026-02-05
lalo,12.0,0.0,0.0,0.0,berta,2022-11-16
leonor,4.5,0.0,0.0,0.0,arturo,2024-11-08
villa_real,1.0,0.0,0.0,0.0,,2025-08-21
arroyo,7.5,0.0,0.0,0.0,arturo,2021-11-10
chayo,4.5,0.0,0.0,0.0,edgar,2025-09-13
villa_real,2.5,0.0,0.0,0.0,,2023-09-21
paraiso,5.5,0.0,0.0,0.0,cesar,2025-06-23
xavier,8.0,0.0,0.0,0.0,cesar,2024-03-11
bibi,23.5,0.0,0.0,0.0,berta,2025-11-10
concha,7.0,0.0,0.0,0.0,german,2021-01-06
socorro,6.0,0.0,0.0,0.0,arturo,2024-08-21
marta,10.5,2.0,0.0,0.0,,2024-02-28
escalera,7.5,0.0,0.0,0.0,,2022-06-30
cactus,7.5,0.0,0.0,0.0,cesar,2023-10-24
tito,7.5,0.0,0.0,0.0,ivan,2022-09-01
concha,8.0,0.0,0.0,0.0,,2020-11-10
amparo,4.5,0.5,0.0,0.0,flor,2020-12-05
estrella,10.5,0.0,0.0,0.0,,2025-11-06
paraiso,5.5,0.0,0.0,0.0,berta,2022-06-25
colinas,5.5,0.0,0.0,0.0,hilda,2021-09-22
patricia,2.0,0.0,0.0,0.0,diana,2022-04-21
arroyo,6.5,0.5,0.0,0.0,berta,2021-01-05
arroyo,7.0,0.0,0.0,0.0,berta,2025-02-17
pastora,4.5,0.0,0.0,0.0,german,2023-04-22
ciruela,6.0,1.0,0.0,0.0,german,2021-04-14
roberto,13.0,0.0,0.0,0.0,cesar,2025-08-22
hacienda,2.0,0.5,0.0,0.0,,2025-08-04
estrella,9.0,0.0,0.0,0.0,berta,2020-11-07
chayo,7.5,0.0,0.0,0.0,diana,2020-10-22
colinas,7.0,6.5,0.0,0.0,berta,2025-03-25
ancla,2.0,0.0,0.0,0.0,flor,2025-06-12
patricia,4.0,0.0,0.0,0.0,arturo,2024-02-02
ancla,2.5,2.0,0.0,0.0,cesar,2023-07-29
estrella,4.0,0.0,0.0,0.0,berta,2021-05-27
leonor,4.0,0.0,0.0,0.0,berta,2020-08-18
paraiso,3.5,0.0,0.0,0.0,,2024-06-13
colinas,7.5,0.0,0.0,0.0,julia,2023-11-28
pastora,5.0,1.5,0.0,0.0,diana,2023-05-25
villa_real,3.0,0.0,0.0,0.0,german,2021-09-18
chakas,4.0,0.0,0.0,0.0,,2020-11-17
lalo,15.5,0.0,0.0,0.0,arturo,2025-02-19
xavier,7.0,0.5,0.0,0.0,flor,2021-02-05
lalo,13.5,0.0,0.0,0.0,german,2024-11-07
escalera,5.0,0.0,0.0,0.0,arturo,2026-02-07
cactus,3.0,0.0,0.0,0.0,cesar,2025-08-25
villa_real,6.0,0.0,0.0,0.0,flor,2023-07-10
mercadito,10.0,0.0,0.0,0.0,berta,2024-05-23
amparo,5.5,7.0,0.0,0.0,cesar,2023-09-22
patricia,5.5,5.5,0.0,0.0,hilda,2021-06-08
estrella,6.0,0.0,0.0,0.0,hilda,2021-11-13
mercadito,8.0,0.0,0.0,0.0,,2025-05-14
chayo,9.0,0.0,0.0,0.0,,2021-10-20
roja_2,3.0,0.0,0.0,0.0,cesar,2021-05-17
patricia,4.0,0.0,0.0,0.0,flor,2025-01-16
ciruela,7.0,2.5,0.0,0.0,berta,2023-10-16
ancla,10.0,0.0,0.0,0.0,diana,2022-05-06
mariela,14.0,1.0,0.0,0.0,cesar,2025-09-15
clinica_central,12.0,0.0,0.0,0.0,german,2021-08-02
tito,7.5,5.0,0.0,0.0,,2021-08-10
estrella,11.5,4.0,0.0,0.0,edgar,2023-11-27
amparo,4.0,0.0,0.0,0.0,arturo,2020-08-15
lalo,8.0,0.0,0.0,0.0,hilda,2026-01-21
leonor,4.0,0.0,0.0,0.0,julia,2022-03-16
materno_inf,0.5,0.0,0.0,0.0,arturo,2025-09-16
patricia,3.5,0.0,0.0,0.0,,2024-11-27
patricia,1.5,0.5,0.0,0.0,,2022-10-27
amparo,4.5,2.0,0.0,0.0,,2022-02-09
roja_2,1.5,0.0,0.0,0.0,cesar,2023-03-18
colinas,7.0,3.5,0.0,0.0,cesar,2023-05-25
marta,2.5,5.0,0.0,0.0,arturo,2025-05-28
marta,3.5,0.0,0.0,0.0,berta,2024-12-06
leonor,7.0,1.5,0.0,0.0,cesar,2024-01-02
dona_mary,6.5,0.0,0.0,0.0,german,2022-01-21
socorro,5.5,0.0,0.0,0.0,arturo,2024-10-21
colinas,3.5,0.0,0.0,0.0,berta,2025-09-19
ancla,4.0,0.0,0.0,0.0,cesar,2026-01-28
marta,12.5,0.5,0.0,0.0,,2021-09-14
patricia,5.0,2.0,0.0,0.0,berta,2026-01-29
roberto,22.0,0.0,0.0,0.0,flor,2020-07-10
lalo,10.0,0.0,0.0,0.0,edgar,2020-08-03
tequileria,2.5,0.0,0.0,0.0,arturo,2023-09-21
chayo,8.5,9.0,0.0,0.0,arturo,2022-10-04
lalo,9.5,0.0,0.0,0.0,edgar,2024-07-03
bibi,6.0,1.5,0.0,0.0,edgar,2024-01-05
roja_2,2.5,0.0,0.0,0.0,diana,2024-09-27
cactus,3.0,0.0,0.0,0.0,arturo,2021-02-17
colinas,8.5,0.0,0.0,0.0,,2024-01-23
dona_mary,7.5,1.0,0.0,0.0,arturo,2024-11-09
estrella,3.0,0.0,0.0,0.0,berta,2021-07-17
arroyo,3.0,0.5,0.0,0.0,hilda,2021-01-30
leonor,6.0,0.0,0.0,0.0,,2020-07-15
mercadito,9.5,0.0,0.0,0.0,cesar,2022-08-03
clinica_central,5.0,0.0,0.0,0.0,hilda,2021-11-26
chayo,6.5,0.0,0.0,0.0,arturo,2023-03-08
lalo,27.5,0.0,0.0,0.0,,2025-09-17
concha,13.5,0.0,0.0,0.0,julia,2022-05-14
juarez_norte,6.0,0.0,0.0,0.0,,2025-05-16
escalera,6.5,0.0,0.0,0.0,,2026-02-23
marta,12.5,2.0,0.0,0.0,,2022-05-05
concha,11.0,0.0,0.0,0.0,diana,2022-09-13
escalera,7.0,0.0,0.0,0.0,arturo,2023-06-03
patricia,1.0,0.0,0.0,0.0,diana,2020-09-07
clinica_central,6.0,0.0,0.0,0.0,flor,2025-11-19
chayo,4.5,1.0,0.0,0.0,,2024-06-19
cristina,4.5,0.0,0.0,0.0,,2023-07-20
roberto,30.5,0.0,0.0,0.0,,2025-04-24
leonor,4.0,0.0,0.0,0.0,flor,2021-10-15
lalo,20.0,0.0,0.0,0.0,,2021-02-19
estrella,7.0,0.0,0.0,0.0,,2020-09-07
chayo,14.5,2.0,0.0,0.0,,2022-01-21
france,3.5,0.0,0.0,0.0,berta,2021-10-09
colinas,4.0,1.5,0.0,0.0,edgar,2023-05-20
arroyo,5.5,0.0,0.0,0.0,,2025-11-20
bibi,12.0,0.0,0.0,0.0,cesar,2024-11-27
bibi,13.5,0.0,0.0,0.0,arturo,2023-07-07
tito,4.5,0.0,0.0,0.0,arturo,2020-11-11
escalera,4.5,1.5,0.0,0.0,edgar,2026-02-25
bibi,35.5,0.0,0.0,0.0,arturo,2025-12-27
amparo,4.5,0.0,0.0,0.0,flor,2022-06-10
juarez_norte,6.5,3.0,0.0,0.0,arturo,2023-07-07
san_uriel_s,1.0,0.0,0.0,0.0,,2025-08-20
colinas,6.0,1.0,0.0,0.0,flor,2025-12-27
lalo,19.0,2.0,0.0,0.0,diana,2024-07-08
marta,11.5,0.0,0.0,0.0,diana,2025-10-14
estrella,14.0,0.0,0.0,0.0,,2025-07-18
amparo,5.0,0.0,0.0,0.0,,2023-06-13
arroyo,11.0,0.5,0.0,0.0,berta,2022-05-12
ancla,8.5,0.0,0.0,0.0,,2026-01-09
leonor,2.5,0.0,0.0,0.0,berta,2022-06-03
roberto,15.5,7.5,0.0,0.0,,2023-05-05
clinica_central,2.0,0.0,0.0,0.0,german,2023-08-12
marta,14.5,0.0,0.0,0.0,cesar,2020-08-12
lalo,17.5,0.0,0.0,0.0,diana,2022-05-19
villa_real,4.0,5.0,0.0,0.0,cesar,2022-02-16
lalo,15.5,1.5,0.0,0.0,cesar,2022-03-07
lalo,8.5,0.0,0.0,0.0,berta,2025-11-08
arroyo,8.0,0.0,0.0,0.0,edgar,2022-10-07
marta,6.0,0.0,0.0,0.0,,2023-03-11
roja_2,2.5,1.0,0.0,0.0,german,2021-02-16
mercadito,9.5,1.5,0.0,0.0,flor,2021-06-21
lalo,19.5,2.0,0.0,0.0,julia,2022-06-25
paraiso,1.5,0.0,0.0,0.0,,2023-10-30
socorro,2.5,0.0,0.0,0.0,berta,2025-07-23
amparo,5.0,0.0,0.0,0.0,flor,2025-03-31
hacienda,1.0,0.0,0.0,0.0,cesar,2023-05-31
france,1.0,0.0,0.0,0.0,arturo,2023-09-28
marta,7.0,0.0,0.0,0.0,cesar,2021-05-21
dona_mary,9.0,0.0,0.0,0.0,edgar,2023-07-03
hacienda,0.5,0.5,0.0,0.0,,2025-07-07
estrella,10.0,2.5,0.0,0.0,german,2024-02-09
mercadito,9.5,0.0,0.0,0.0,german,2024-02-10
concha,10.0,4.5,0.0,0.0,german,2025-11-26
mercadito,7.0,0.0,0.0,0.0,cesar,2024-01-11
mercadito,9.5,0.0,0.0,0.0,berta,2021-06-01
materno_inf,7.5,0.0,0.0,0.0,,2025-12-16
socorro,5.0,0.0,0.0,0.0,edgar,2023-03-25
arroyo,6.5,0.0,0.0,0.0,flor,2022-04-12
bibi,4.0,0.5,0.0,0.0,arturo,2025-09-24
marta,10.0,0.0,0.0,0.0,arturo,2023-03-18
chayo,5.5,0.0,0.0,0.0,hilda,2022-11-11
roberto,11.0,0.0,0.0,0.0,,2021-11-26
chakas,2.5,0.0,0.0,0.0,,2021-05-03
socorro,2.5,0.0,0.0,0.0,,2022-02-17
bibi,1.0,0.0,0.0,0.0,edgar,2024-11-16
cactus,6.5,0.5,0.0,0.0,flor,2025-01-22
estrella,9.0,3.5,0.0,0.0,,2024-09-09
ancla,5.5,0.0,0.0,0.0,flor,2025-09-06
marta,13.0,0.0,0.0,0.0,,2022-03-08
leonor,5.0,4.5,0.0,0.0,arturo,2024-05-24
socorro,3.5,0.0,0.0,0.0,arturo,2024-08-10
chayo,6.5,0.0,0.0,0.0,arturo,2022-12-12
clinica_central,9.0,0.5,0.0,0.0,hilda,2023-04-10
chayo,8.0,0.0,0.0,0.0,cesar,2024-05-04
arroyo,7.0,0.0,0.0,0.0,arturo,2025-01-25
ancla,3.0,4.0,0.0,0.0,berta,2020-07-17
marta,7.5,0.0,0.0,0.0,,2021-10-13
roberto,8.5,0.0,0.0,0.0,berta,2025-01-10
ancla,2.5,0.0,0.0,0.0,,2025-04-08
mercadito,5.0,0.5,0.0,0.0,,2021-01-30
patricia,1.5,0.0,0.0,0.0,berta,2021-04-01
hacienda,6.5,3.5,0.0,0.0,german,2021-03-31
estrella,10.5,0.0,0.0,0.0,,2022-05-12
fausto,3.0,0.0,0.0,0.0,cesar,2020-11-11
bibi,16.5,2.0,0.0,0.0,edgar,2022-11-10
ancla,9.5,0.0,0.0,0.0,,2025-10-14
hacienda,1.5,0.0,0.0,0.0,,2024-04-06
concha,14.0,0.0,0.0,0.0,berta,2023-03-01
gordillo,3.5,0.5,0.0,0.0,german,2020-11-20
juarez_norte,9.0,0.0,0.0,0.0,edgar,2023-02-03
marta,29.0,0.0,0.0,0.0,diana,2024-10-09
roja_2,4.0,3.0,0.0,0.0,cesar,2024-10-16
concha,10.0,0.0,0.0,0.0,,2025-06-02
mercadito,10.5,1.0,0.0,0.0,,2023-12-26
paraiso,1.5,0.0,0.0,0.0,diana,2023-11-04
escalera,7.0,0.0,0.0,0.0,arturo,
estrella,10.5,0.0,0.0,0.0,,2026-02-23
escalera,9.0,0.5,0.0,0.0,berta,2021-08-05
dona_mary,7.5,2.0,0.0,0.0,,2023-08-01
tito,5.5,0.0,0.0,0.0,cesar,2022-09-27
materno_inf,0.5,0.0,0.0,0.0,diana,2023-05-05
marta,8.5,2.5,0.0,0.0,julia,2025-02-04
arroyo,9.5,0.0,0.0,0.0,,2024-10-23
roja_2,2.5,0.0,0.0,0.0,arturo,2022-07-18
lalo,15.0,0.0,0.0,0.0,cesar,2023-05-20
tito,5.0,0.0,0.0,0.0,cesar,2021-01-15
lalo,22.5,0.0,0.0,0.0,,2024-01-05
lalo,8.0,0.5,0.0,0.0,arturo,2021-11-20
roberto,26.0,0.0,0.0,0.0,berta,2021-12-09
pastora,4.0,0.0,0.0,0.0,,2020-11-24
estrella,6.0,0.0,0.0,0.0,julia,2021-09-04
colinas,11.0,0.0,0.0,0.0,berta,2024-12-30
amparo,4.5,0.0,0.0,0.0,arturo,2022-10-27
villa_real,2.5,0.0,0.0,0.0,diana,2021-04-05
france,2.0,2.0,0.0,0.0,,2024-11-13
cactus,8.0,0.0,0.0,0.0,arturo,2024-06-08
san_uriel_s,4.5,0.0,0.0,0.0,berta,2024-02-06
herreria,7.5,0.0,0.0,0.0,,2025-02-06
mercadito,6.0,0.0,0.0,0.0,,2024-05-13
clinica_central,7.5,0.0,1.0,0.0,diana,2024-04-23
socorro,2.5,0.0,0.0,0.0,berta,2025-03-13
chakas,2.0,0.0,0.0,0.0,,2023-02-06
estrella,5.5,0.0,0.0,0.0,edgar,2023-09-19
remedios,18.0,0.0,0.0,0.0,hilda,2025-01-18
roberto,11.0,0.0,0.0,0.0,,2020-07-03
escalera,6.5,0.0,0.0,0.0,,2021-03-15
clinica_central,10.5,0.0,0.0,0.0,berta,2026-01-16
leonor,3.5,0.0,0.0,0.0,cesar,2025-08-06
paraiso,2.0,0.0,0.0,0.0,ivan,2023-01-17
concha,12.5,0.0,0.0,0.0,cesar,2022-07-11
ciruela,5.0,0.0,0.0,0.0,diana,2021-10-08
estrella,5.5,3.0,0.0,0.0,,2024-10-22
paraiso,4.0,1.0,0.0,0.0,cesar,2025-06-20
lalo,15.0,3.0,0.0,0.0,arturo,2020-12-10
concha,9.5,0.0,0.0,0.0,,2024-08-15
cactus,5.5,0.0,0.0,0.0,flor,2021-12-01
arroyo,10.0,0.0,0.0,0.0,,2022-05-25
clinica_central,1.5,0.0,0.0,0.0,ivan,2024-09-16
estrella,13.5,0.0,0.0,0.0,diana,2022-12-03
amparo,4.0,0.0,0.0,0.0,german,2021-12-20
mercadito,6.5,4.5,0.0,0.0,cesar,2026-02-25
socorro,4.0,7.5,0.0,0.0,german,2021-09-06
lalo,12.5,0.0,0.0,0.0,,2020-07-25
mercadito,9.0,3.0,0.0,0.0,arturo,2021-03-16
roja_2,1.5,0.0,0.0,0.0,berta,2025-06-25
chayo,4.5,0.0,0.0,0.0,cesar,2026-01-06
bibi,6.0,0.0,0.0,0.0,berta,2023-04-28
bibi,2.5,0.0,0.0,0.0,berta,2023-07-15
paraiso,0.5,0.0,0.0,0.0,,2025-10-03
gordillo,9.0,0.0,0.0,0.0,hilda,2025-10-06
colinas,8.5,0.0,0.0,0.0,cesar,2026-02-24
marta,14.5,0.0,0.0,0.0,hilda,2022-12-07
lalo,17.0,0.0,0.0,0.0,flor,2023-11-14
concha,11.5,0.0,0.0,0.0,diana,2020-11-17
hacienda,2.0,0.0,0.0,0.0,berta,2022-09-06
estrella,8.5,0.5,0.0,0.0,diana,2023-03-27
herreria,6.0,0.0,0.0,0.0,,2022-08-05
villa_real,5.5,0.0,0.0,0.0,,2021-08-11
remedios,16.5,0.0,0.0,0.0,arturo,2021-12-20
socorro,5.0,2.5,0.0,0.0,arturo,2021-09-28
clinica_central,1.5,0.0,0.0,0.0,,2022-06-18
chayo,5.5,0.0,0.0,0.0,,2025-08-15
gordillo,8.0,0.0,0.0,0.0,,2025-08-18
patricia,7.0,0.5,0.0,0.0,,2024-02-23
roja_2,3.5,0.0,0.0,0.0,arturo,2021-04-24
marta,2.5,0.0,0.0,0.0,cesar,2025-06-21
ciruela,8.0,0.0,0.0,0.0,berta,2024-04-02
juarez_norte,3.0,0.0,0.0,0.0,flor,2022-08-13
mariela,12.0,0.0,0.0,0.0,berta,2025-08-15
lalo,4.5,0.0,0.0,0.0,flor,2022-10-18
leonor,3.0,0.5,0.0,0.0,cesar,2025-09-15
estrella,10.5,0.0,0.0,0.0,cesar,2022-10-08
patricia,3.0,0.0,0.0,0.0,edgar,2021-01-13
chayo,5.0,0.0,0.0,0.0,flor,2025-03-04
dona_mary,5.5,0.0,0.0,0.0,flor,2023-04-04
tito,6.0,6.5,0.0,0.0,arturo,2021-03-11
ciruela,7.5,4.0,0.0,0.0,german,2022-03-02
roberto,27.5,2.0,0.0,0.0,diana,2023-10-03
mercadito,12.0,0.5,0.0,0.0,cesar,2021-01-22
arroyo,6.0,0.0,0.0,0.0,arturo,2024-08-28
roberto,19.5,0.0,0.0,0.0,,2023-10-13
cactus,6.5,2.5,0.0,0.0,arturo,2024-11-18
escalera,4.0,0.0,0.0,0.0,flor,2025-01-25
estrella,9.5,2.5,0.0,0.0,flor,2021-04-24
mercadito,12.0,0.0,0.0,0.0,arturo,2022-10-12
marta,9.0,0.0,0.0,0.0,berta,2022-05-03
arroyo,4.0,1.5,0.0,0.0,,2022-05-18
patricia,1.5,0.0,0.0,0.0,,2025-02-22
ancla,4.5,1.0,0.0,0.0,,2025-04-17
patricia,4.5,0.0,0.0,0.0,arturo,2024-04-25
leonor,3.5,0.0,0.0,0.0,edgar,2023-02-28
pastora,5.0,0.0,0.0,0.0,flor,2021-06-11
tito,6.0,2.5,0.0,0.0,,2021-10-12
gallito,22.0,2.5,0.0,0.0,edgar,2021-08-05
roberto,15.0,1.5,0.0,0.0,berta,2025-12-31
concha,8.0,2.5,0.0,0.0,,2023-04-15
estrella,7.5,4.0,0.0,0.0,,2024-02-14
villa_real,2.0,0.0,0.0,0.0,,2021-06-25
paraiso,6.5,0.0,0.0,0.0,,2020-07-10
lalo,10.5,0.0,0.0,0.0,,2024-02-26
dona_mary,6.0,0.0,0.0,0.0,flor,2020-12-28
ancla,7.5,0.0,0.0,0.0,julia,2021-11-12
remedios,21.5,4.0,0.0,0.0,diana,2025-04-10
dona_mary,10.0,0.0,0.0,0.0,hilda,2023-05-17
lalo,23.5,0.5,0.0,0.0,berta,2024-03-14
clinica_central,6.0,3.0,0.0,0.0,arturo,2025-10-23
san_uriel_s,3.0,0.5,0.0,0.0,julia,2023-12-26
lalo,10.0,0.5,0.0,0.0,,2021-06-21
escalera,5.0,0.0,0.0,0.0,flor,2022-02-18
bibi,0.5,6.0,0.0,0.0,,2024-06-22
leonor,4.5,0.0,0.0,0.0,flor,2020-09-25
socorro,5.0,0.0,0.0,0.0,hilda,2023-11-29
lalo,15.5,0.0,0.0,0.0,,2023-04-11
juarez_norte,3.0,0.0,0.0,0.0,cesar,2021-08-31
mercadito,8.0,0.0,0.0,0.0,berta,2021-10-16
patricia,3.5,0.0,0.0,0.0,,2022-11-08
paraiso,3.0,0.0,0.0,0.0,cesar,2020-07-11
lalo,20.0,0.0,0.0,0.0,,2023-01-11
mercadito,7.0,1.5,0.0,0.0,diana,2023-01-14
amparo,4.0,0.0,0.0,0.0,berta,2021-09-22
cactus,6.0,0.5,0.0,0.0,,2023-07-31
chayo,7.0,0.0,0.0,0.0,cesar,2024-01-15
ancla,1.0,0.0,0.0,0.0,,2025-03-10
lalo,10.0,0.0,0.0,0.0,,2022-06-08
paraiso,3.0,4.0,0.0,0.0,cesar,2021-02-16
lalo,11.5,0.0,0.0,0.0,edgar,2021-03-12
xavier,8.5,0.0,0.0,0.0,flor,2025-04-02
arroyo,13.0,0.0,0.0,0.0,cesar,2023-09-15
gordillo,7.0,0.0,0.0,0.0,,2024-02-17
leonor,4.0,5.5,0.0,0.0,german,2021-10-23
roja_2,3.0,0.0,0.0,0.0,,2024-12-26
socorro,4.0,1.0,0.0,0.0,german,2021-02-18
estrella,6.0,0.0,0.0,0.0,german,2024-12-24
chakas,2.5,0.0,0.0,0.0,,2021-08-25
roberto,10.5,0.0,0.0,0.0,julia,2022-07-18
ciruela,8.0,0.5,0.0,0.0,arturo,2021-08-19
socorro,4.0,0.0,0.0,0.0,berta,2024-07-19
roja_2,1.5,0.0,0.0,0.0,arturo,2025-02-13
colinas,6.5,0.0,0.0,0.0,,2025-06-10
pastora,5.0,0.0,0.0,0.0,,2024-02-16
roberto,17.5,0.0,0.0,0.0,german,2021-07-10
clinica_central,21.0,1.5,0.0,0.0,hilda,2022-04-01
concha,9.0,0.0,0.0,0.0,arturo,2025-09-13
remedios,13.0,0.0,0.0,0.0,hilda,2020-09-19
amparo,4.0,0.0,0.0,0.0,arturo,2020-12-02
gordillo,8.5,3.0,0.0,0.0,berta,2025-02-04
pastora,6.0,0.0,0.0,0.0,berta,2020-09-07
amparo,3.5,0.0,0.0,0.0,,2020-11-07
arroyo,6.5,0.0,0.0,0.0,berta,2024-10-26
xavier,7.0,0.0,0.0,0.0,,2022-02-07
socorro,5.0,0.0,0.0,0.0,arturo,2024-08-17
paraiso,3.0,0.0,0.0,0.0,cesar,2020-09-09
marta,12.0,0.0,0.0,0.0,berta,2022-09-28
estrella,14.5,1.5,0.0,0.0,cesar,2024-10-21
patricia,3.0,0.5,0.0,0.0,berta,2024-12-04
marta,16.0,0.0,0.0,0.0,,2025-11-12
mariela,11.5,0.0,0.0,0.0,,2023-03-20
estrella,6.5,0.0,0.0,0.0,diana,2020-07-02
marta,4.0,0.0,0.0,0.0,,2025-09-06
paraiso,2.5,0.5,0.0,0.0,cesar,2023-12-26
leonor,4.5,0.0,0.0,0.0,,2024-10-11
lalo,15.0,0.0,0.0,0.0,,2024-09-30
villa_real,6.5,0.5,0.0,0.0,arturo,2025-09-01
mercadito,6.5,0.5,0.0,0.0,,2022-09-26
xavier,6.5,1.0,0.0,0.0,,2022-08-30
escalera,3.0,0.0,0.0,0.0,,2020-07-30
chakas,1.5,0.0,0.0,0.0,arturo,2020-08-28
ancla,3.5,0.0,0.0,0.0,cesar,2020-12-10
chayo,3.5,0.0,0.0,0.0,,2023-08-10
chakas,2.0,0.0,0.0,0.0,arturo,2023-05-20
clinica_central,2.0,0.0,0.0,0.0,berta,2023-09-05
tito,6.0,0.0,0.0,0.0,diana,2022-10-12
villa_real,3.5,0.0,0.0,0.0,,2021-11-16
juarez_norte,7.0,0.0,0.0,0.0,edgar,2024-10-07
colinas,5.5,0.0,0.0,0.0,german,2025-08-21
chayo,11.0,0.0,0.0,0.0,,2023-07-26
ancla,8.5,0.0,0.0,0.0,german,2025-05-03
roja_2,1.5,0.0,0.0,0.0,berta,2026-01-20
clinica_central,14.5,1.0,0.0,0.0,arturo,2022-09-01
concha,7.0,0.0,0.0,0.0,arturo,2022-12-06
arroyo,10.5,0.5,0.0,0.0,,2021-01-18
juarez_norte,8.5,4.5,0.0,0.0,edgar,2022-05-07
colinas,4.5,1.5,0.0,0.0,,2025-12-15
pastora,5.5,0.5,0.0,0.0,berta,2022-06-03
marta,6.0,3.0,0.0,0.0,,2024-08-20
lalo,13.5,0.0,0.0,0.0,diana,2023-12-06
gordillo,5.0,2.0,0.0,0.0,arturo,2025-12-13
paraiso,3.0,0.5,0.0,0.0,arturo,2021-05-07
juarez_norte,5.0,4.5,0.0,0.0,arturo,2021-06-02
gordillo,17.0,0.0,0.0,0.0,hilda,2025-02-05
colinas,3.0,0.0,0.0,0.0,,2023-06-06
amparo,3.5,0.0,0.0,0.0,cesar,2021-09-09
arroyo,8.0,0.0,0.0,0.0,cesar,2024-07-17
chayo,7.0,0.0,0.0,0.0,hilda,2022-02-19
ciruela,6.5,2.5,0.0,0.0,,2021-09-06
cactus,9.5,0.0,0.0,0.0,german,2022-12-27
mariela,9.5,0.0,0.0,0.0,diana,2024-08-02
roja_2,2.0,0.0,0.0,0.0,berta,2026-01-12
amparo,4.0,0.0,0.0,0.0,berta,2023-02-09
colinas,6.5,0.0,0.0,0.0,german,2021-09-24
lalo,4.5,0.0,0.0,0.0,berta,2022-06-09
villa_real,5.5,7.5,0.0,0.0,,2023-05-31
lalo,16.0,0.0,0.0,0.0,german,2022-02-01
villa_real,6.0,0.0,0.0,4.0,berta,2025-07-22
concha,11.0,2.0,0.0,0.0,berta,2024-03-08
patricia,8.0,0.0,0.0,0.0,,2022-07-16
concha,5.5,0.0,0.0,0.0,diana,2023-04-19
bibi,2.0,0.0,0.0,0.0,edgar,2021-07-01
leonor,8.0,0.0,0.0,0.0,,2021-09-03
escalera,12.5,0.0,0.0,0.0,arturo,2022-05-20
san_uriel_s,4.5,0.0,0.0,0.0,,2021-07-07
socorro,3.5,0.0,0.0,0.0,german,2021-07-06
chakas,4.0,0.0,0.0,0.0,berta,2025-03-29
ancla,5.5,0.5,0.0,0.0,berta,2024-01-05
