,cliente_id,entrega,devolucion,repartidor_id,mes,estacion,año,dia_mes,dia_sem,demanda_neta
2282,23,7.0,3.5,10,5,2,2023,25,4,3.5
2283,6,2.5,5.0,6,5,2,2025,28,3,-2.5
2284,6,3.5,0.0,2,12,1,2024,6,5,3.5
2285,1,7.0,1.5,10,1,1,2024,2,2,5.5
2286,20,6.5,0.0,8,1,1,2022,21,5,6.5
2287,11,5.5,0.0,6,10,4,2024,21,1,5.5
2288,23,3.5,0.0,2,9,4,2025,19,5,3.5
2289,35,4.0,0.0,10,1,1,2026,28,3,4.0
2290,6,12.5,0.5,1,9,4,2021,14,2,12.0
2291,5,5.0,2.0,2,1,1,2026,29,4,3.0
2292,4,22.0,0.0,4,7,3,2020,10,5,22.0
2293,0,10.0,0.0,9,8,3,2020,3,1,10.0
2294,25,2.5,0.0,6,9,4,2023,21,4,2.5
2295,15,8.5,9.0,6,10,4,2022,4,2,-0.5
2296,0,9.5,0.0,9,7,3,2024,3,3,9.5
2297,33,6.0,1.5,9,1,1,2024,5,5,4.5
2298,12,2.5,0.0,0,9,4,2024,27,5,2.5
2299,9,3.0,0.0,6,2,1,2021,17,3,3.0
2300,23,8.5,0.0,1,1,1,2024,23,2,8.5
2301,20,7.5,1.0,6,11,4,2024,9,6,6.5
2302,8,3.0,0.0,2,7,3,2021,17,6,3.0
2303,21,3.0,0.5,3,1,1,2021,30,6,2.5
2304,1,6.0,0.0,1,7,3,2020,15,3,6.0
2305,18,9.5,0.0,10,8,3,2022,3,3,9.5
2306,19,5.0,0.0,3,11,4,2021,26,5,5.0
2307,15,6.5,0.0,6,3,2,2023,8,3,6.5
2308,0,27.5,0.0,1,9,4,2025,17,3,27.5
2309,22,13.5,0.0,11,5,2,2022,14,6,13.5
2310,24,6.0,0.0,1,5,2,2025,16,5,6.0
2311,13,6.5,0.0,1,2,1,2026,23,1,6.5
2312,6,12.5,2.0,1,5,2,2022,5,4,10.5
2313,22,11.0,0.0,0,9,4,2022,13,2,11.0
2314,13,7.0,0.0,6,6,3,2023,3,6,7.0
2315,5,1.0,0.0,0,9,4,2020,7,1,1.0
2316,19,6.0,0.0,4,11,4,2025,19,3,6.0
2317,15,4.5,1.0,1,6,3,2024,19,3,3.5
2318,14,4.5,0.0,1,7,3,2023,20,4,4.5
2319,4,30.5,0.0,1,4,2,2025,24,4,30.5
2320,1,4.0,0.0,4,10,4,2021,15,5,4.0
2321,0,20.0,0.0,1,2,1,2021,19,5,20.0
2322,8,7.0,0.0,1,9,4,2020,7,1,7.0
2323,15,14.5,2.0,1,1,1,2022,21,5,12.5
2324,31,3.5,0.0,2,10,4,2021,9,6,3.5
2325,23,4.0,1.5,9,5,2,2023,20,6,2.5
2326,21,5.5,0.0,1,11,4,2025,20,4,5.5
2327,33,12.0,0.0,10,11,4,2024,27,3,12.0
2328,33,13.5,0.0,6,7,3,2023,7,5,13.5
2329,3,4.5,0.0,6,11,4,2020,11,3,4.5
2330,13,4.5,1.5,9,2,1,2026,25,3,3.0
2331,33,35.5,0.0,6,12,1,2025,27,6,35.5
2332,30,4.5,0.0,4,6,3,2022,10,5,4.5
2333,24,6.5,3.0,6,7,3,2023,7,5,3.5
2334,39,1.0,0.0,1,8,3,2025,20,3,1.0
2335,23,6.0,1.0,4,12,1,2025,27,6,5.0
2336,0,19.0,2.0,0,7,3,2024,8,1,17.0
2337,6,11.5,0.0,0,10,4,2025,14,2,11.5
2338,8,14.0,0.0,1,7,3,2025,18,5,14.0
2339,30,5.0,0.0,1,6,3,2023,13,2,5.0
2340,21,11.0,0.5,2,5,2,2022,12,4,10.5
2341,35,8.5,0.0,1,1,1,2026,9,5,8.5
2342,1,2.5,0.0,2,6,3,2022,3,5,2.5
2343,4,15.5,7.5,1,5,2,2023,5,5,8.0
2344,19,2.0,0.0,8,8,3,2023,12,6,2.0
2345,6,14.5,0.0,10,8,3,2020,12,3,14.5
2346,0,17.5,0.0,0,5,2,2022,19,4,17.5
2347,26,4.0,5.0,10,2,1,2022,16,3,-1.0
2348,0,15.5,1.5,10,3,2,2022,7,1,14.0
2349,0,8.5,0.0,2,11,4,2025,8,6,8.5
2350,21,8.0,0.0,9,10,4,2022,7,5,8.0
2351,6,6.0,0.0,1,3,2,2023,11,6,6.0
2352,12,2.5,1.0,8,2,1,2021,16,2,1.5
2353,18,9.5,1.5,4,6,3,2021,21,1,8.0
2354,0,19.5,2.0,11,6,3,2022,25,6,17.5
2355,2,1.5,0.0,1,10,4,2023,30,1,1.5
2356,11,2.5,0.0,2,7,3,2025,23,3,2.5
2357,30,5.0,0.0,4,3,2,2025,31,1,5.0
2358,32,1.0,0.0,10,5,2,2023,31,3,1.0
2359,31,1.0,0.0,6,9,4,2023,28,4,1.0
2360,6,7.0,0.0,10,5,2,2021,21,5,7.0
2361,20,9.0,0.0,9,7,3,2023,3,1,9.0
2362,32,0.5,0.5,1,7,3,2025,7,1,0.0
2363,8,10.0,2.5,8,2,1,2024,9,5,7.5
2364,18,9.5,0.0,8,2,1,2024,10,6,9.5
2365,22,10.0,4.5,8,11,4,2025,26,3,5.5
2366,18,7.0,0.0,10,1,1,2024,11,4,7.0
2367,18,9.5,0.0,2,6,3,2021,1,2,9.5
2368,38,7.5,0.0,1,12,1,2025,16,2,7.5
2369,11,5.0,0.0,9,3,2,2023,25,6,5.0
2370,21,6.5,0.0,4,4,2,2022,12,2,6.5
2371,33,4.0,0.5,6,9,4,2025,24,3,3.5
2372,6,10.0,0.0,6,3,2,2023,18,6,10.0
2373,15,5.5,0.0,3,11,4,2022,11,5,5.5
2374,4,11.0,0.0,1,11,4,2021,26,5,11.0
2375,27,2.5,0.0,1,5,2,2021,3,1,2.5
2376,11,2.5,0.0,1,2,1,2022,17,4,2.5
2377,33,1.0,0.0,9,11,4,2024,16,6,1.0
2378,9,6.5,0.5,4,1,1,2025,22,3,6.0
2379,8,9.0,3.5,1,9,4,2024,9,1,5.5
2380,35,5.5,0.0,4,9,4,2025,6,6,5.5
2381,6,13.0,0.0,1,3,2,2022,8,2,13.0
2382,1,5.0,4.5,6,5,2,2024,24,5,0.5
2383,11,3.5,0.0,6,8,3,2024,10,6,3.5
2384,15,6.5,0.0,6,12,1,2022,12,1,6.5
2385,19,9.0,0.5,3,4,2,2023,10,1,8.5
2386,15,8.0,0.0,10,5,2,2024,4,6,8.0
2387,21,7.0,0.0,6,1,1,2025,25,6,7.0
2388,35,3.0,4.0,2,7,3,2020,17,5,-1.0
2389,6,7.5,0.0,1,10,4,2021,13,3,7.5
2390,4,8.5,0.0,2,1,1,2025,10,5,8.5
2391,35,2.5,0.0,1,4,2,2025,8,2,2.5
2392,18,5.0,0.5,1,1,1,2021,30,6,4.5
2393,5,1.5,0.0,2,4,2,2021,1,4,1.5
2394,32,6.5,3.5,8,3,2,2021,31,3,3.0
2395,8,10.5,0.0,1,5,2,2022,12,4,10.5
2396,36,3.0,0.0,10,11,4,2020,11,3,3.0
2397,33,16.5,2.0,9,11,4,2022,10,4,14.5
2398,35,9.5,0.0,1,10,4,2025,14,2,9.5
2399,32,1.5,0.0,1,4,2,2024,6,6,1.5
2400,22,14.0,0.0,2,3,2,2023,1,3,14.0
2401,7,3.5,0.5,8,11,4,2020,20,5,3.0
2402,24,9.0,0.0,9,2,1,2023,3,5,9.0
2403,6,29.0,0.0,0,10,4,2024,9,3,29.0
2404,12,4.0,3.0,10,10,4,2024,16,3,1.0
2405,22,10.0,0.0,1,6,3,2025,2,1,10.0
2406,18,10.5,1.0,1,12,1,2023,26,2,9.5
2407,2,1.5,0.0,0,11,4,2023,4,6,1.5
2409,8,10.5,0.0,1,2,1,2026,23,1,10.5
2410,13,9.0,0.5,2,8,3,2021,5,4,8.5
2411,20,7.5,2.0,1,8,3,2023,1,2,5.5
2412,3,5.5,0.0,10,9,4,2022,27,2,5.5
2413,38,0.5,0.0,0,5,2,2023,5,5,0.5
2414,6,8.5,2.5,11,2,1,2025,4,2,6.0
2415,21,9.5,0.0,1,10,4,2024,23,3,9.5
2416,12,2.5,0.0,6,7,3,2022,18,1,2.5
2417,0,15.0,0.0,10,5,2,2023,20,6,15.0
2418,3,5.0,0.0,10,1,1,2021,15,5,5.0
2419,0,22.5,0.0,1,1,1,2024,5,5,22.5
2420,0,8.0,0.5,6,11,4,2021,20,6,7.5
2421,4,26.0,0.0,2,12,1,2021,9,4,26.0
2422,28,4.0,0.0,1,11,4,2020,24,2,4.0
2423,8,6.0,0.0,11,9,4,2021,4,6,6.0
2424,23,11.0,0.0,2,12,1,2024,30,1,11.0
2425,30,4.5,0.0,6,10,4,2022,27,4,4.5
2426,26,2.5,0.0,0,4,2,2021,5,1,2.5
2427,31,2.0,2.0,1,11,4,2024,13,3,0.0
2428,9,8.0,0.0,6,6,3,2024,8,6,8.0
2429,39,4.5,0.0,2,2,1,2024,6,2,4.5
2430,37,7.5,0.0,1,2,1,2025,6,4,7.5
2431,18,6.0,0.0,1,5,2,2024,13,1,6.0
2432,19,7.5,0.0,0,4,2,2024,23,2,7.5
2433,11,2.5,0.0,2,3,2,2025,13,4,2.5
2434,27,2.0,0.0,1,2,1,2023,6,1,2.0
2435,8,5.5,0.0,9,9,4,2023,19,2,5.5
2436,16,18.0,0.0,3,1,1,2025,18,6,18.0
2437,4,11.0,0.0,1,7,3,2020,3,5,11.0
2438,13,6.5,0.0,1,3,2,2021,15,1,6.5
2439,19,10.5,0.0,2,1,1,2026,16,5,10.5
2440,1,3.5,0.0,10,8,3,2025,6,3,3.5
2441,2,2.0,0.0,5,1,1,2023,17,2,2.0
2442,22,12.5,0.0,10,7,3,2022,11,1,12.5
2443,10,5.0,0.0,0,10,4,2021,8,5,5.0
2444,8,5.5,3.0,1,10,4,2024,22,2,2.5
2445,2,4.0,1.0,10,6,3,2025,20,5,3.0
2446,0,15.0,3.0,6,12,1,2020,10,4,12.0
2447,22,9.5,0.0,1,8,3,2024,15,4,9.5
2448,9,5.5,0.0,4,12,1,2021,1,3,5.5
2449,21,10.0,0.0,1,5,2,2022,25,3,10.0
2450,19,1.5,0.0,5,9,4,2024,16,1,1.5
2451,8,13.5,0.0,0,12,1,2022,3,6,13.5
2452,30,4.0,0.0,8,12,1,2021,20,1,4.0
2453,18,6.5,4.5,10,2,1,2026,25,3,2.0
2454,11,4.0,7.5,8,9,4,2021,6,1,-3.5
2455,0,12.5,0.0,1,7,3,2020,25,6,12.5
2456,18,9.0,3.0,6,3,2,2021,16,2,6.0
2457,12,1.5,0.0,2,6,3,2025,25,3,1.5
2458,15,4.5,0.0,10,1,1,2026,6,2,4.5
2459,33,6.0,0.0,2,4,2,2023,28,5,6.0
2460,33,2.5,0.0,2,7,3,2023,15,6,2.5
2461,2,0.5,0.0,1,10,4,2025,3,5,0.5
2462,7,9.0,0.0,3,10,4,2025,6,1,9.0
2463,23,8.5,0.0,10,2,1,2026,24,2,8.5
2464,6,14.5,0.0,3,12,1,2022,7,3,14.5
2465,0,17.0,0.0,4,11,4,2023,14,2,17.0
2466,22,11.5,0.0,0,11,4,2020,17,2,11.5
2467,32,2.0,0.0,2,9,4,2022,6,2,2.0
2468,8,8.5,0.5,0,3,2,2023,27,1,8.0
2469,37,6.0,0.0,1,8,3,2022,5,5,6.0
2470,26,5.5,0.0,1,8,3,2021,11,3,5.5
2471,16,16.5,0.0,6,12,1,2021,20,1,16.5
2472,11,5.0,2.5,6,9,4,2021,28,2,2.5
2473,19,1.5,0.0,1,6,3,2022,18,6,1.5
2474,15,5.5,0.0,1,8,3,2025,15,5,5.5
2475,7,8.0,0.0,1,8,3,2025,18,1,8.0
2476,5,7.0,0.5,1,2,1,2024,23,5,6.5
2477,12,3.5,0.0,6,4,2,2021,24,6,3.5
2478,6,2.5,0.0,10,6,3,2025,21,6,2.5
2479,10,8.0,0.0,2,4,2,2024,2,2,8.0
2480,24,3.0,0.0,4,8,3,2022,13,6,3.0
2481,29,12.0,0.0,2,8,3,2025,15,5,12.0
2482,0,4.5,0.0,4,10,4,2022,18,2,4.5
2483,1,3.0,0.5,10,9,4,2025,15,1,2.5
2484,8,10.5,0.0,10,10,4,2022,8,6,10.5
2485,5,3.0,0.0,9,1,1,2021,13,3,3.0
2486,15,5.0,0.0,4,3,2,2025,4,2,5.0
2487,20,5.5,0.0,4,4,2,2023,4,2,5.5
2488,3,6.0,6.5,6,3,2,2021,11,4,-0.5
2489,10,7.5,4.0,8,3,2,2022,2,3,3.5
2490,4,27.5,2.0,0,10,4,2023,3,2,25.5
2491,18,12.0,0.5,10,1,1,2021,22,5,11.5
2492,21,6.0,0.0,6,8,3,2024,28,3,6.0
2493,4,19.5,0.0,1,10,4,2023,13,5,19.5
2494,9,6.5,2.5,6,11,4,2024,18,1,4.0
2495,13,4.0,0.0,4,1,1,2025,25,6,4.0
2496,8,9.5,2.5,4,4,2,2021,24,6,7.0
2497,18,12.0,0.0,6,10,4,2022,12,3,12.0
2498,6,9.0,0.0,2,5,2,2022,3,2,9.0
2499,21,4.0,1.5,1,5,2,2022,18,3,2.5
2500,5,1.5,0.0,1,2,1,2025,22,6,1.5
2501,35,4.5,1.0,1,4,2,2025,17,4,3.5
2502,5,4.5,0.0,6,4,2,2024,25,4,4.5
2503,1,3.5,0.0,9,2,1,2023,28,2,3.5
2504,28,5.0,0.0,4,6,3,2021,11,5,5.0
2505,3,6.0,2.5,1,10,4,2021,12,2,3.5
2506,43,22.0,2.5,9,8,3,2021,5,4,19.5
2507,4,15.0,1.5,2,12,1,2025,31,3,13.5
2508,22,8.0,2.5,1,4,2,2023,15,6,5.5
2509,8,7.5,4.0,1,2,1,2024,14,3,3.5
2510,26,2.0,0.0,1,6,3,2021,25,5,2.0
2511,2,6.5,0.0,1,7,3,2020,10,5,6.5
2512,0,10.5,0.0,1,2,1,2024,26,1,10.5
2513,20,6.0,0.0,4,12,1,2020,28,1,6.0
2514,35,7.5,0.0,11,11,4,2021,12,5,7.5
2515,16,21.5,4.0,0,4,2,2025,10,4,17.5
2516,20,10.0,0.0,3,5,2,2023,17,3,10.0
2517,0,23.5,0.5,2,3,2,2024,14,4,23.0
2518,19,6.0,3.0,6,10,4,2025,23,4,3.0
2519,39,3.0,0.5,11,12,1,2023,26,2,2.5
2520,0,10.0,0.5,1,6,3,2021,21,1,9.5
2521,13,5.0,0.0,4,2,1,2022,18,5,5.0
2522,33,0.5,6.0,1,6,3,2024,22,6,-5.5
2523,1,4.5,0.0,4,9,4,2020,25,5,4.5
2524,11,5.0,0.0,3,11,4,2023,29,3,5.0
2525,0,15.5,0.0,1,4,2,2023,11,2,15.5
2526,24,3.0,0.0,10,8,3,2021,31,2,3.0
2527,18,8.0,0.0,2,10,4,2021,16,6,8.0
2528,5,3.5,0.0,1,11,4,2022,8,2,3.5
2529,2,3.0,0.0,10,7,3,2020,11,6,3.0
2530,0,20.0,0.0,1,1,1,2023,11,3,20.0
2531,18,7.0,1.5,0,1,1,2023,14,6,5.5
2532,30,4.0,0.0,2,9,4,2021,22,3,4.0
2533,9,6.0,0.5,1,7,3,2023,31,1,5.5
2534,15,7.0,0.0,10,1,1,2024,15,1,7.0
2535,35,1.0,0.0,1,3,2,2025,10,1,1.0
2536,0,10.0,0.0,1,6,3,2022,8,3,10.0
2537,2,3.0,4.0,10,2,1,2021,16,2,-1.0
2538,0,11.5,0.0,9,3,2,2021,12,5,11.5
2539,17,8.5,0.0,4,4,2,2025,2,3,8.5
2540,21,13.0,0.0,10,9,4,2023,15,5,13.0
2541,7,7.0,0.0,1,2,1,2024,17,6,7.0
2542,1,4.0,5.5,8,10,4,2021,23,6,-1.5
2543,12,3.0,0.0,1,12,1,2024,26,4,3.0
2544,11,4.0,1.0,8,2,1,2021,18,4,3.0
2545,8,6.0,0.0,8,12,1,2024,24,2,6.0
2546,27,2.5,0.0,1,8,3,2021,25,3,2.5
2547,4,10.5,0.0,11,7,3,2022,18,1,10.5
2548,10,8.0,0.5,6,8,3,2021,19,4,7.5
2549,11,4.0,0.0,2,7,3,2024,19,5,4.0
2550,12,1.5,0.0,6,2,1,2025,13,4,1.5
2551,23,6.5,0.0,1,6,3,2025,10,2,6.5
2552,28,5.0,0.0,1,2,1,2024,16,5,5.0
2553,4,17.5,0.0,8,7,3,2021,10,6,17.5
2554,19,21.0,1.5,3,4,2,2022,1,5,19.5
2555,22,9.0,0.0,6,9,4,2025,13,6,9.0
2556,16,13.0,0.0,3,9,4,2020,19,6,13.0
2557,30,4.0,0.0,6,12,1,2020,2,3,4.0
2558,7,8.5,3.0,2,2,1,2025,4,2,5.5
2559,28,6.0,0.0,2,9,4,2020,7,1,6.0
2560,30,3.5,0.0,1,11,4,2020,7,6,3.5
2561,21,6.5,0.0,2,10,4,2024,26,6,6.5
2562,17,7.0,0.0,1,2,1,2022,7,1,7.0
2563,11,5.0,0.0,6,8,3,2024,17,6,5.0
2564,2,3.0,0.0,10,9,4,2020,9,3,3.0
2565,6,12.0,0.0,2,9,4,2022,28,3,12.0
2566,8,14.5,1.5,10,10,4,2024,21,1,13.0
2567,5,3.0,0.5,2,12,1,2024,4,3,2.5
2568,6,16.0,0.0,1,11,4,2025,12,3,16.0
2569,29,11.5,0.0,1,3,2,2023,20,1,11.5
2570,8,6.5,0.0,0,7,3,2020,2,4,6.5
2571,6,4.0,0.0,1,9,4,2025,6,6,4.0
2572,2,2.5,0.5,10,12,1,2023,26,2,2.0
2573,1,4.5,0.0,1,10,4,2024,11,5,4.5
2574,0,15.0,0.0,1,9,4,2024,30,1,15.0
2575,26,6.5,0.5,6,9,4,2025,1,1,6.0
2576,18,6.5,0.5,1,9,4,2022,26,1,6.0
2577,17,6.5,1.0,1,8,3,2022,30,2,5.5
2578,13,3.0,0.0,1,7,3,2020,30,4,3.0
2579,27,1.5,0.0,6,8,3,2020,28,5,1.5
2580,35,3.5,0.0,10,12,1,2020,10,4,3.5
2581,15,3.5,0.0,1,8,3,2023,10,4,3.5
2582,27,2.0,0.0,6,5,2,2023,20,6,2.0
2583,19,2.0,0.0,2,9,4,2023,5,2,2.0
2584,3,6.0,0.0,0,10,4,2022,12,3,6.0
2585,26,3.5,0.0,1,11,4,2021,16,2,3.5
2586,24,7.0,0.0,9,10,4,2024,7,1,7.0
2587,23,5.5,0.0,8,8,3,2025,21,4,5.5
2588,15,11.0,0.0,1,7,3,2023,26,3,11.0
2589,35,8.5,0.0,8,5,2,2025,3,6,8.5
2590,12,1.5,0.0,2,1,1,2026,20,2,1.5
2591,19,14.5,1.0,6,9,4,2022,1,4,13.5
2592,22,7.0,0.0,6,12,1,2022,6,2,7.0
2593,21,10.5,0.5,1,1,1,2021,18,1,10.0
2594,24,8.5,4.5,9,5,2,2022,7,6,4.0
2595,23,4.5,1.5,1,12,1,2025,15,1,3.0
2596,28,5.5,0.5,2,6,3,2022,3,5,5.0
2597,6,6.0,3.0,1,8,3,2024,20,2,3.0
2598,0,13.5,0.0,0,12,1,2023,6,3,13.5
2599,7,5.0,2.0,6,12,1,2025,13,6,3.0
2600,2,3.0,0.5,6,5,2,2021,7,5,2.5
2601,24,5.0,4.5,6,6,3,2021,2,3,0.5
2602,7,17.0,0.0,3,2,1,2025,5,3,17.0
2603,23,3.0,0.0,1,6,3,2023,6,2,3.0
2604,30,3.5,0.0,10,9,4,2021,9,4,3.5
2605,21,8.0,0.0,10,7,3,2024,17,3,8.0
2606,15,7.0,0.0,3,2,1,2022,19,6,7.0
2607,10,6.5,2.5,1,9,4,2021,6,1,4.0
2608,9,9.5,0.0,8,12,1,2022,27,2,9.5
2609,29,9.5,0.0,0,8,3,2024,2,5,9.5
2610,12,2.0,0.0,2,1,1,2026,12,1,2.0
2611,30,4.0,0.0,2,2,1,2023,9,4,4.0
2612,23,6.5,0.0,8,9,4,2021,24,5,6.5
2613,0,4.5,0.0,2,6,3,2022,9,4,4.5
2614,26,5.5,7.5,1,5,2,2023,31,3,-2.0
2615,0,16.0,0.0,8,2,1,2022,1,2,16.0
2616,26,6.0,0.0,2,7,3,2025,22,2,6.0
2617,22,11.0,2.0,2,3,2,2024,8,5,9.0
2618,5,8.0,0.0,1,7,3,2022,16,6,8.0
2619,22,5.5,0.0,0,4,2,2023,19,3,5.5
2620,33,2.0,0.0,9,7,3,2021,1,4,2.0
2621,1,8.0,0.0,1,9,4,2021,3,5,8.0
2622,13,12.5,0.0,6,5,2,2022,20,5,12.5
2623,39,4.5,0.0,1,7,3,2021,7,3,4.5
2624,11,3.5,0.0,8,7,3,2021,6,2,3.5
2625,27,4.0,0.0,2,3,2,2025,29,6,4.0
2626,35,5.5,0.5,2,1,1,2024,5,5,5.0
2627,30,4.5,2.5,10,5,2,2025,10,6,2.0
2628,5,2.0,0.0,6,10,4,2021,28,4,2.0
2629,3,10.0,6.5,0,5,2,2021,20,4,3.5
2630,15,6.5,15.0,3,2,1,2026,26,4,-8.5
2631,8,7.0,2.0,1,6,3,2025,19,4,5.0
2632,8,9.0,0.0,1,10,4,2023,21,6,9.0
2633,16,10.5,0.5,9,4,2,2025,24,4,10.0
2634,13,9.5,0.0,2,4,2,2023,14,5,9.5
2635,40,4.5,5.0,1,7,3,2023,27,4,-0.5
2636,22,9.0,0.0,9,11,4,2022,7,1,9.0
2637,4,14.5,0.0,2,5,2,2021,13,4,14.5
2638,15,9.0,0.0,0,5,2,2022,26,4,9.0
2639,1,4.0,0.0,1,10,4,2023,5,4,4.0
2640,5,4.0,0.5,3,11,4,2024,6,3,3.5
2641,8,9.5,1.0,2,10,4,2025,4,6,8.5
2642,18,8.0,0.0,0,6,3,2024,27,4,8.0
2643,27,3.5,0.0,1,7,3,2025,11,5,3.5
2644,1,3.5,6.5,9,9,4,2025,20,6,-3.0
2645,29,10.0,0.0,1,8,3,2024,14,3,10.0
2646,22,8.5,0.0,2,7,3,2023,7,5,8.5
2647,18,8.0,0.0,1,11,4,2023,18,6,8.0
2648,29,13.0,2.5,4,3,2,2025,21,5,10.5
2649,0,20.0,0.0,6,5,2,2025,3,6,20.0
2650,15,8.5,0.0,1,6,3,2025,21,6,8.5
2651,11,5.0,0.0,10,10,4,2025,3,5,5.0
2652,21,15.5,0.0,2,4,2,2021,2,5,15.5
2653,31,2.0,0.0,8,10,4,2021,16,6,2.0
2654,2,7.0,0.0,1,7,3,2025,1,2,7.0
2655,0,12.5,0.0,4,6,3,2023,10,6,12.5
2656,4,26.0,0.5,1,10,4,2025,2,4,25.5
2657,13,17.5,1.0,1,10,4,2020,1,4,16.5
2658,22,9.0,0.0,4,4,2,2025,28,1,9.0
2659,5,5.5,0.0,0,1,1,2026,27,2,5.5
2660,2,3.0,0.0,6,3,2,2022,15,2,3.0
2661,30,3.5,0.0,2,1,1,2022,17,1,3.5
2662,15,8.0,1.5,9,9,4,2021,14,2,6.5
2663,26,1.0,4.0,6,4,2,2024,11,4,-3.0
2664,4,10.0,0.0,4,3,2,2025,7,5,10.0
2665,5,1.0,0.5,10,6,3,2021,4,5,0.5
2666,13,3.0,0.0,4,9,4,2024,6,5,3.0
2667,11,4.0,0.0,8,1,1,2024,2,2,4.0
2668,16,11.5,0.0,2,6,3,2022,3,5,11.5
2669,19,2.0,0.0,1,11,4,2023,25,6,2.0
2670,5,8.5,0.0,3,5,2,2021,20,4,8.5
2671,6,14.5,0.0,9,7,3,2022,12,2,14.5
2672,0,8.0,0.0,1,9,4,2020,26,6,8.0
2673,21,7.0,0.0,1,5,2,2023,4,4,7.0
2674,5,2.5,0.0,0,9,4,2022,1,4,2.5
2675,16,17.5,3.5,2,2,1,2024,8,4,14.0
2676,9,6.0,0.0,2,1,1,2024,2,2,6.0
2677,6,8.0,0.0,0,7,3,2023,29,6,8.0
2678,35,5.0,0.0,6,4,2,2021,5,1,5.0
2679,6,5.5,0.0,1,5,2,2021,6,4,5.5
2680,3,4.5,0.0,6,9,4,2025,6,6,4.5
2681,19,18.0,0.0,1,9,4,2024,18,3,18.0
2682,7,5.0,2.0,10,2,1,2024,9,5,3.0
2683,21,3.0,2.0,1,11,4,2022,19,6,1.0
2684,3,7.5,1.0,0,4,2,2021,21,3,6.5
2685,6,4.0,3.5,1,9,4,2022,8,4,0.5
2686,23,7.0,0.0,1,9,4,2021,4,6,7.0
2687,26,3.5,0.0,9,7,3,2024,26,5,3.5
2688,8,9.5,0.0,1,8,3,2021,6,5,9.5
2689,18,10.0,0.0,9,2,1,2021,17,3,10.0
2690,30,4.0,0.0,6,5,2,2022,12,4,4.0
2691,7,4.0,1.0,1,1,1,2026,22,4,3.0
2692,11,5.0,2.5,2,3,2,2024,26,2,2.5
2693,21,9.5,0.0,10,2,1,2022,23,3,9.5
2694,4,20.5,6.0,3,6,3,2023,15,4,14.5
2695,13,5.0,0.5,2,9,4,2024,20,5,4.5
2696,16,12.5,0.0,1,9,4,2025,24,3,12.5
2697,5,5.5,0.0,2,9,4,2022,17,6,5.5
2698,13,3.0,0.0,1,6,3,2021,5,6,3.0
2699,21,5.5,0.0,6,6,3,2024,3,1,5.5
2700,22,5.5,0.0,2,12,1,2024,12,4,5.5
2701,11,3.0,0.5,1,10,4,2025,30,4,2.5
2702,11,4.0,0.0,9,9,4,2025,8,1,4.0
2703,5,7.5,1.5,9,9,4,2020,2,3,6.0
2704,21,6.5,3.5,6,8,3,2023,24,4,3.0
2705,18,8.0,0.0,4,8,3,2024,12,1,8.0
2706,0,25.5,1.0,10,1,1,2024,17,3,24.5
2707,16,15.0,0.0,0,12,1,2020,26,6,15.0
2708,6,13.0,1.0,0,5,2,2022,31,2,12.0
2709,4,6.0,0.0,1,10,4,2023,12,4,6.0
2710,35,6.5,0.0,10,1,1,2025,30,4,6.5
2711,26,4.0,0.0,2,8,3,2025,8,5,4.0
2712,30,4.0,0.0,1,12,1,2023,21,4,4.0
2713,8,9.5,1.0,10,10,4,2020,5,1,8.5
2714,15,6.0,0.0,11,3,2,2023,11,6,6.0
2715,16,16.5,0.5,0,10,4,2022,31,1,16.0
2716,4,7.0,1.5,6,10,4,2025,18,6,5.5
2717,16,12.0,1.0,6,1,1,2025,13,1,11.0
2718,11,3.5,0.0,2,10,4,2023,4,3,3.5
2719,33,17.5,2.5,5,7,3,2023,4,2,15.0
2720,35,11.5,2.0,2,1,1,2023,7,6,9.5
2721,35,6.0,0.0,8,10,4,2024,16,3,6.0
2722,21,17.5,1.5,0,11,4,2021,18,4,16.0
2723,33,0.5,3.0,9,11,4,2025,13,4,-2.5
2724,9,6.5,0.0,2,4,2,2025,3,4,6.5
2725,39,1.0,0.0,8,2,1,2023,8,3,1.0
2726,23,8.5,0.0,0,2,1,2023,9,4,8.5
2727,22,11.0,4.5,9,8,3,2022,10,3,6.5
2728,1,6.5,2.5,9,3,2,2023,10,5,4.0
2729,27,3.0,1.0,10,7,3,2022,14,4,2.0
2730,25,3.0,11.0,5,12,1,2024,31,2,-8.0
2731,15,5.0,0.0,1,9,4,2020,21,1,5.0
2732,20,8.5,2.0,9,8,3,2022,2,2,6.5
2733,3,11.5,0.0,1,2,1,2022,5,6,11.5
2734,6,5.0,5.5,2,1,1,2022,20,4,-0.5
2735,4,16.0,0.0,1,10,4,2020,21,3,16.0
2736,34,6.0,0.0,1,4,2,2023,29,6,6.0
2737,12,1.5,2.0,6,12,1,2025,18,4,-0.5
2738,26,4.5,0.5,9,12,1,2025,3,3,4.0
2739,6,1.5,0.0,10,10,4,2021,4,1,1.5
2740,0,19.5,3.0,0,3,2,2025,1,6,16.5
2741,35,6.5,0.0,1,5,2,2022,13,5,6.5
2742,18,7.5,0.0,10,8,3,2022,27,6,7.5
2743,13,11.0,2.0,1,3,2,2023,28,2,9.0
2744,21,8.5,5.0,2,6,3,2024,4,2,3.5
2745,21,7.5,1.0,2,10,4,2020,1,4,6.5
2746,16,17.5,0.0,1,10,4,2023,25,3,17.5
